Province/State,Country/Region,Lat,Long,date,confirmed,recovered,death
Qinghai,Mainland China,35.65945,96.02564,2020-02-25,18,18,0
Qinghai,Mainland China,35.65945,96.02564,2020-02-26,18,18,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-22,0,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-23,3,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-24,5,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-25,15,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-26,22,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-27,35,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-28,46,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-29,56,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-30,63,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-01-31,87,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-01,101,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-02,116,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-03,128,0,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-04,142,2,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-05,165,6,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-06,173,9,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-07,184,17,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-08,195,20,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-09,208,25,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-10,213,30,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-11,219,32,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-12,225,43,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-13,229,46,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-14,230,54,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-15,232,60,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-16,236,71,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-17,240,79,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-18,240,89,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-19,242,102,0
Shaanxi,Mainland China,35.19165,108.8701,2020-02-20,245,118,1
Shaanxi,Mainland China,35.19165,108.8701,2020-02-21,245,134,1
Shaanxi,Mainland China,35.19165,108.8701,2020-02-22,245,149,1
Shaanxi,Mainland China,35.19165,108.8701,2020-02-23,245,163,1
Shaanxi,Mainland China,35.19165,108.8701,2020-02-24,245,173,1
Shaanxi,Mainland China,35.19165,108.8701,2020-02-25,245,186,1
Shaanxi,Mainland China,35.19165,108.8701,2020-02-26,245,192,1
Shandong,Mainland China,36.34377,118.1529,2020-01-22,2,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-23,6,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-24,15,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-25,27,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-26,46,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-27,75,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-28,95,0,0
Shandong,Mainland China,36.34377,118.1529,2020-01-29,130,1,0
Shandong,Mainland China,36.34377,118.1529,2020-01-30,158,1,0
Shandong,Mainland China,36.34377,118.1529,2020-01-31,184,2,0
Shandong,Mainland China,36.34377,118.1529,2020-02-01,206,3,0
Shandong,Mainland China,36.34377,118.1529,2020-02-02,230,6,0
Shandong,Mainland China,36.34377,118.1529,2020-02-03,259,7,0
Shandong,Mainland China,36.34377,118.1529,2020-02-04,275,11,0
Shandong,Mainland China,36.34377,118.1529,2020-02-05,307,15,0
Shandong,Mainland China,36.34377,118.1529,2020-02-06,347,27,0
Shandong,Mainland China,36.34377,118.1529,2020-02-07,386,37,0
Shandong,Mainland China,36.34377,118.1529,2020-02-08,416,44,0
Shandong,Mainland China,36.34377,118.1529,2020-02-09,444,63,1
Shandong,Mainland China,36.34377,118.1529,2020-02-10,466,66,1
Shandong,Mainland China,36.34377,118.1529,2020-02-11,487,80,1
Shandong,Mainland China,36.34377,118.1529,2020-02-12,497,92,2
Shandong,Mainland China,36.34377,118.1529,2020-02-13,509,105,2
Shandong,Mainland China,36.34377,118.1529,2020-02-14,523,136,2
Shandong,Mainland China,36.34377,118.1529,2020-02-15,532,156,2
Shandong,Mainland China,36.34377,118.1529,2020-02-16,537,173,2
Shandong,Mainland China,36.34377,118.1529,2020-02-17,541,191,2
Shandong,Mainland China,36.34377,118.1529,2020-02-18,543,211,3
Shandong,Mainland China,36.34377,118.1529,2020-02-19,544,231,3
Shandong,Mainland China,36.34377,118.1529,2020-02-20,546,254,4
Shandong,Mainland China,36.34377,118.1529,2020-02-21,749,281,4
Shandong,Mainland China,36.34377,118.1529,2020-02-22,750,302,4
Shandong,Mainland China,36.34377,118.1529,2020-02-23,754,321,4
Shandong,Mainland China,36.34377,118.1529,2020-02-24,755,343,5
Shandong,Mainland China,36.34377,118.1529,2020-02-25,756,355,6
Shandong,Mainland China,36.34377,118.1529,2020-02-26,756,377,6
Shanghai,Mainland China,31.20327,121.4554,2020-01-22,9,0,0
Shanghai,Mainland China,31.20327,121.4554,2020-01-23,16,0,0
Shanghai,Mainland China,31.20327,121.4554,2020-01-24,20,1,0
Shanghai,Mainland China,31.20327,121.4554,2020-01-25,33,1,0
Shanghai,Mainland China,31.20327,121.4554,2020-01-26,40,1,1
Shanghai,Mainland China,31.20327,121.4554,2020-01-27,53,3,1
Shanghai,Mainland China,31.20327,121.4554,2020-01-28,66,4,1
Shanghai,Mainland China,31.20327,121.4554,2020-01-29,96,5,1
Shanghai,Mainland China,31.20327,121.4554,2020-01-30,112,5,1
Shanghai,Mainland China,31.20327,121.4554,2020-01-31,135,9,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-01,169,10,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-02,182,10,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-03,203,10,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-04,219,12,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-05,243,15,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-06,257,25,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-07,277,30,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-08,286,41,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-09,293,44,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-10,299,48,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-11,303,52,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-12,311,57,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-13,315,62,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-14,318,90,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-15,326,124,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-16,328,140,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-17,333,161,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-18,333,177,1
Shanghai,Mainland China,31.20327,121.4554,2020-02-19,333,186,2
Shanghai,Mainland China,31.20327,121.4554,2020-02-20,334,199,2
Shanghai,Mainland China,31.20327,121.4554,2020-02-21,334,211,2
Shanghai,Mainland China,31.20327,121.4554,2020-02-22,335,227,3
Shanghai,Mainland China,31.20327,121.4554,2020-02-23,335,249,3
Shanghai,Mainland China,31.20327,121.4554,2020-02-24,335,261,3
Shanghai,Mainland China,31.20327,121.4554,2020-02-25,336,268,3
Shanghai,Mainland China,31.20327,121.4554,2020-02-26,337,272,3
Shanxi,Mainland China,37.57769,112.2922,2020-01-22,1,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-23,1,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-24,1,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-25,6,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-26,9,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-27,13,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-28,27,0,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-29,27,1,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-30,35,1,0
Shanxi,Mainland China,37.57769,112.2922,2020-01-31,39,1,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-01,47,1,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-02,66,3,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-03,74,2,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-04,81,4,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-05,81,5,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-06,96,12,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-07,104,15,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-08,115,21,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-09,119,25,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-10,119,25,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-11,124,30,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-12,126,33,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-13,126,36,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-14,127,38,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-15,128,46,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-16,129,50,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-17,130,53,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-18,131,61,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-19,131,68,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-20,132,76,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-21,132,78,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-22,132,81,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-23,132,88,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-24,133,94,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-25,133,98,0
Shanxi,Mainland China,37.57769,112.2922,2020-02-26,133,104,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-22,5,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-23,8,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-24,15,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-25,28,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-26,44,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-27,69,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-28,90,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-29,108,1,1
Sichuan,Mainland China,30.61714,102.7103,2020-01-30,142,1,1
Sichuan,Mainland China,30.61714,102.7103,2020-01-31,177,1,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-01,207,3,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-02,231,11,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-03,254,14,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-04,282,14,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-05,301,24,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-06,321,31,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-07,344,42,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-08,364,60,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-09,386,71,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-10,405,80,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-11,417,85,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-12,436,92,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-13,451,104,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-14,463,114,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-15,470,119,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-16,481,131,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-17,495,156,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-18,508,169,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-19,514,188,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-20,520,217,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-21,525,231,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-22,526,250,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-23,526,261,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-24,527,276,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-25,529,289,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-26,531,307,3
Tianjin,Mainland China,39.29362,117.333,2020-01-22,4,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-23,4,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-24,8,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-25,10,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-26,14,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-27,23,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-28,24,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-29,27,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-30,31,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-31,32,0,0
Tianjin,Mainland China,39.29362,117.333,2020-02-01,41,0,0
Tianjin,Mainland China,39.29362,117.333,2020-02-02,48,1,0
Tianjin,Mainland China,39.29362,117.333,2020-02-03,60,1,0
Tianjin,Mainland China,39.29362,117.333,2020-02-04,67,2,0
Tianjin,Mainland China,39.29362,117.333,2020-02-05,69,2,1
Tianjin,Mainland China,39.29362,117.333,2020-02-06,79,2,1
Tianjin,Mainland China,39.29362,117.333,2020-02-07,81,2,1
Tianjin,Mainland China,39.29362,117.333,2020-02-08,88,4,1
Tianjin,Mainland China,39.29362,117.333,2020-02-09,91,4,1
Tianjin,Mainland China,39.29362,117.333,2020-02-10,95,8,1
Tianjin,Mainland China,39.29362,117.333,2020-02-11,106,10,2
Tianjin,Mainland China,39.29362,117.333,2020-02-12,112,11,2
Tianjin,Mainland China,39.29362,117.333,2020-02-13,119,21,3
Tianjin,Mainland China,39.29362,117.333,2020-02-14,120,31,3
Tianjin,Mainland China,39.29362,117.333,2020-02-15,122,37,3
Tianjin,Mainland China,39.29362,117.333,2020-02-16,124,45,3
Tianjin,Mainland China,39.29362,117.333,2020-02-17,125,46,3
Tianjin,Mainland China,39.29362,117.333,2020-02-18,128,48,3
Tianjin,Mainland China,39.29362,117.333,2020-02-19,130,54,3
Tianjin,Mainland China,39.29362,117.333,2020-02-20,131,59,3
Tianjin,Mainland China,39.29362,117.333,2020-02-21,132,62,3
Tianjin,Mainland China,39.29362,117.333,2020-02-22,135,65,3
Tianjin,Mainland China,39.29362,117.333,2020-02-23,135,81,3
Tianjin,Mainland China,39.29362,117.333,2020-02-24,135,87,3
Tianjin,Mainland China,39.29362,117.333,2020-02-25,135,91,3
Tianjin,Mainland China,39.29362,117.333,2020-02-26,135,96,3
Tibet,Mainland China,30.1534,88.7879,2020-01-22,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-23,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-24,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-25,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-26,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-27,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-28,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-29,0,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-30,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-31,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-01,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-02,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-03,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-04,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-05,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-06,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-07,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-08,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-09,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-10,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-11,1,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-12,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-13,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-14,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-15,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-16,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-17,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-18,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-19,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-20,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-21,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-22,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-23,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-24,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-25,1,1,0
Tibet,Mainland China,30.1534,88.7879,2020-02-26,1,1,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-22,0,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-23,2,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-24,2,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-25,3,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-26,4,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-27,5,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-28,10,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-29,13,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-30,14,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-31,17,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-01,18,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-02,21,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-03,24,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-04,29,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-05,32,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-06,36,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-07,39,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-08,42,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-09,45,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-10,49,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-11,55,3,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-12,59,3,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-13,63,6,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-14,65,6,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-15,70,10,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-16,71,12,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-17,75,12,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-18,76,12,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-19,76,20,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-20,76,22,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-21,76,24,1
Xinjiang,Mainland China,41.11981,85.17822,2020-02-22,76,25,2
Xinjiang,Mainland China,41.11981,85.17822,2020-02-23,76,28,2
Xinjiang,Mainland China,41.11981,85.17822,2020-02-24,76,30,2
Xinjiang,Mainland China,41.11981,85.17822,2020-02-25,76,30,2
Xinjiang,Mainland China,41.11981,85.17822,2020-02-26,76,34,2
Yunnan,Mainland China,24.97411,101.4868,2020-01-22,1,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-23,2,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-24,5,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-25,11,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-26,16,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-27,26,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-28,44,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-29,55,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-30,70,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-31,83,1,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-01,93,2,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-02,105,3,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-03,117,5,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-04,122,5,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-05,128,5,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-06,133,7,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-07,138,12,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-08,138,17,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-09,141,18,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-10,149,19,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-11,153,20,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-12,154,26,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-13,156,27,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-14,162,36,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-15,168,42,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-16,171,42,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-17,171,47,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-18,172,57,0
Yunnan,Mainland China,24.97411,101.4868,2020-02-19,172,60,1
Yunnan,Mainland China,24.97411,101.4868,2020-02-20,174,79,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-21,174,96,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-22,174,107,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-23,174,115,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-24,174,124,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-25,174,129,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-26,174,144,2
Zhejiang,Mainland China,29.18251,120.0985,2020-01-22,10,0,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-23,27,0,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-24,43,1,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-25,62,1,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-26,104,1,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-27,128,1,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-28,173,3,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-29,296,3,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-30,428,4,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-31,538,14,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-01,599,21,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-02,661,32,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-03,724,43,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-04,829,62,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-05,895,78,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-06,954,94,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-07,1006,123,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-08,1048,175,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-09,1075,201,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-10,1092,242,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-11,1117,270,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-12,1131,321,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-13,1145,360,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-14,1155,403,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-15,1162,428,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-16,1167,456,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-17,1171,507,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-18,1172,535,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-19,1174,604,0
Zhejiang,Mainland China,29.18251,120.0985,2020-02-20,1175,633,1
Zhejiang,Mainland China,29.18251,120.0985,2020-02-21,1203,679,1
Zhejiang,Mainland China,29.18251,120.0985,2020-02-22,1205,719,1
Zhejiang,Mainland China,29.18251,120.0985,2020-02-23,1205,760,1
Zhejiang,Mainland China,29.18251,120.0985,2020-02-24,1205,782,1
Zhejiang,Mainland China,29.18251,120.0985,2020-02-25,1205,808,1
Zhejiang,Mainland China,29.18251,120.0985,2020-02-26,1205,867,1
NA,Thailand,13.7563,100.5018,2020-01-22,2,0,0
NA,Thailand,13.7563,100.5018,2020-01-23,3,0,0
NA,Thailand,13.7563,100.5018,2020-01-24,5,0,0
NA,Thailand,13.7563,100.5018,2020-01-25,7,0,0
NA,Thailand,13.7563,100.5018,2020-01-26,8,2,0
NA,Thailand,13.7563,100.5018,2020-01-27,8,2,0
NA,Thailand,13.7563,100.5018,2020-01-28,14,5,0
NA,Thailand,13.7563,100.5018,2020-01-29,14,5,0
NA,Thailand,13.7563,100.5018,2020-01-30,14,5,0
NA,Thailand,13.7563,100.5018,2020-01-31,19,5,0
NA,Thailand,13.7563,100.5018,2020-02-01,19,5,0
NA,Thailand,13.7563,100.5018,2020-02-02,19,5,0
NA,Thailand,13.7563,100.5018,2020-02-03,19,5,0
NA,Thailand,13.7563,100.5018,2020-02-04,25,5,0
NA,Thailand,13.7563,100.5018,2020-02-05,25,5,0
NA,Thailand,13.7563,100.5018,2020-02-06,25,5,0
NA,Thailand,13.7563,100.5018,2020-02-07,25,5,0
NA,Thailand,13.7563,100.5018,2020-02-08,32,10,0
NA,Thailand,13.7563,100.5018,2020-02-09,32,10,0
NA,Thailand,13.7563,100.5018,2020-02-10,32,10,0
NA,Thailand,13.7563,100.5018,2020-02-11,33,10,0
NA,Thailand,13.7563,100.5018,2020-02-12,33,10,0
NA,Thailand,13.7563,100.5018,2020-02-13,33,12,0
NA,Thailand,13.7563,100.5018,2020-02-14,33,12,0
NA,Thailand,13.7563,100.5018,2020-02-15,33,12,0
NA,Thailand,13.7563,100.5018,2020-02-16,34,14,0
NA,Thailand,13.7563,100.5018,2020-02-17,35,15,0
NA,Thailand,13.7563,100.5018,2020-02-18,35,15,0
NA,Thailand,13.7563,100.5018,2020-02-19,35,15,0
NA,Thailand,13.7563,100.5018,2020-02-20,35,15,0
NA,Thailand,13.7563,100.5018,2020-02-21,35,17,0
NA,Thailand,13.7563,100.5018,2020-02-22,35,17,0
NA,Thailand,13.7563,100.5018,2020-02-23,35,21,0
NA,Thailand,13.7563,100.5018,2020-02-24,35,21,0
NA,Thailand,13.7563,100.5018,2020-02-25,37,22,0
NA,Thailand,13.7563,100.5018,2020-02-26,40,22,0
NA,Japan,35.6762,139.6503,2020-01-22,2,0,0
NA,Japan,35.6762,139.6503,2020-01-23,1,0,0
NA,Japan,35.6762,139.6503,2020-01-24,2,0,0
NA,Japan,35.6762,139.6503,2020-01-25,2,0,0
NA,Japan,35.6762,139.6503,2020-01-26,4,1,0
